probe,Mode,Aperture,TxFrequency_MHz,Location_mm,Focus_mm,Voltage_V,PPP_MPa,PNP_abs_MPa,NumTrials
GE624D,xAM,35.0,15.625,7.0,,7.0,0.10391008836877495,0.07731303861659747,3.0
GE624D,xAM,35.0,15.625,7.0,,8.0,0.11367575696930488,0.09707943246394697,3.0
GE624D,xAM,35.0,15.625,7.0,,9.0,0.12862419029228958,0.11003016273749056,3.0
GE624D,xAM,35.0,15.625,7.0,,10.0,0.14813174875448012,0.12131362792147449,3.0
GE624D,xAM,35.0,15.625,7.0,,11.0,0.16855368574597274,0.13722247184429692,3.0
GE624D,xAM,35.0,15.625,7.0,,12.0,0.18393508097598252,0.15563460888550504,3.0
GE624D,xAM,35.0,15.625,7.0,,13.0,0.2009242931437019,0.17240258466590289,3.0
GE624D,xAM,35.0,15.625,7.0,,14.0,0.22501552388582527,0.18769313327065631,3.0
GE624D,xAM,35.0,15.625,7.0,,15.0,0.2464200516600578,0.19855228399331246,3.0
GE624D,xAM,35.0,15.625,7.0,,16.0,0.2632771522576844,0.21414816909502363,3.0
GE624D,xAM,35.0,15.625,7.0,,17.0,0.2857850161679579,0.23077756374243774,3.0
GE624D,xAM,35.0,15.625,7.0,,18.0,0.3113695907755067,0.24835786256442663,3.0
GE624D,xAM,35.0,15.625,7.0,,19.0,0.3317475718184079,0.26213629863240334,3.0
GE624D,xAM,35.0,15.625,7.0,,20.0,0.356989062335368,0.2739089874557416,3.0
GE624D,xAM,35.0,15.625,7.0,,21.0,0.3825490685369346,0.2902035129142119,3.0
GE624D,xAM,35.0,15.625,7.0,,22.0,0.40479808410028456,0.30549284335647836,3.0
GE624D,xAM,35.0,15.625,7.0,,23.0,0.4314234268899136,0.3224314976344844,3.0
GE624D,xAM,35.0,15.625,7.0,,24.0,0.4581084027488392,0.3362047802442277,3.0
GE624D,xAM,35.0,15.625,7.0,,25.0,0.4821234682019542,0.3485564700564295,3.0
GE624D,xAM,35.0,15.625,7.0,,26.0,0.5119185215822947,0.36231741847899707,3.0
GE624D,xAM,35.0,15.625,7.0,,27.0,0.5367694849944185,0.3771636837300624,3.0
GE624D,xAM,35.0,15.625,7.0,,28.0,0.5672489669940898,0.3970479814192416,3.0
GE624D,xAM,35.0,15.625,7.0,,29.0,0.597116661694875,0.4111884176053377,3.0
GE624D,xAM,35.0,15.625,7.0,,30.0,0.6179173846927181,0.4181230196419996,3.0
GE624D,xAM,35.0,15.625,9.0,,1.6,0.007781345592978367,0.006794659014187409,3.0
GE624D,xAM,35.0,15.625,9.0,,2.0,0.009135795799998002,0.008999642581957141,3.0
GE624D,xAM,35.0,15.625,9.0,,3.0,0.01595055481124489,0.013068068520841643,3.0
GE624D,xAM,35.0,15.625,9.0,,4.0,0.021804432394962964,0.019283916978553934,3.0
GE624D,xAM,35.0,15.625,9.0,,5.0,0.027979192716650562,0.02583959787898027,3.0
GE624D,xAM,35.0,15.625,9.0,,6.0,0.035034578394137116,0.03192991076863453,3.0
GE624D,xAM,35.0,15.625,9.0,,7.0,0.040544431996292984,0.038756903813206754,3.0
GE624D,xAM,35.0,15.625,9.0,,8.0,0.0467628427131801,0.045662666516377404,3.0
GE624D,xAM,35.0,15.625,9.0,,9.0,0.054916446040662724,0.051588680036074065,3.0
GE624D,xAM,35.0,15.625,9.0,,10.0,0.061546579277882485,0.059553214682732586,3.0
GE624D,xAM,35.0,15.625,9.0,,11.0,0.07059293975839018,0.06530063908792548,3.0
GE624D,xAM,35.0,15.625,9.0,,12.0,0.0778720018593267,0.07272344344411248,3.0
GE624D,xAM,35.0,15.625,9.0,,13.0,0.08508574575264898,0.07731529704240171,3.0
GE624D,xAM,35.0,15.625,9.0,,14.0,0.09168708243094127,0.08204078406035747,3.0
GE624D,xAM,35.0,15.625,9.0,,15.0,0.10163301727239628,0.08804544925889662,3.0
GE624D,xAM,35.0,15.625,9.0,,16.0,0.10992934306566617,0.09393702673573427,3.0
GE624D,xAM,35.0,15.625,9.0,,17.0,0.11753684639818507,0.09984412287763995,3.0
GE624D,xAM,35.0,15.625,9.0,,18.0,0.12834152191385417,0.10544045916839724,3.0
GE624D,xAM,35.0,15.625,9.0,,19.0,0.1376448072339729,0.11204683927678148,3.0
GE624D,xAM,35.0,15.625,9.0,,20.0,0.14816299206343864,0.11744943608859333,3.0
GE624D,xAM,35.0,15.625,9.0,,21.0,0.15813926568347295,0.1237007194741998,3.0
GE624D,xAM,35.0,15.625,9.0,,22.0,0.17043145951757876,0.12873590089787493,3.0
GE624D,xAM,35.0,15.625,9.0,,23.0,0.1809376572076847,0.13420148595754386,3.0
GE624D,xAM,35.0,15.625,9.0,,24.0,0.19017306921016477,0.1365101509143375,3.0
GE624D,xAM,35.0,15.625,9.0,,25.0,0.20108962998748622,0.14187539815202024,3.0
GE624D,xAM,35.0,15.625,9.0,,26.0,0.21316709613379695,0.14660787369332065,3.0
GE624D,xAM,35.0,15.625,9.0,,27.0,0.223022895753444,0.1494576926244405,3.0
GE624D,xAM,35.0,15.625,9.0,,28.0,0.23462867743082372,0.15160591258482448,3.0
GE624D,xAM,35.0,15.625,9.0,,29.0,0.24690472485397974,0.15503204582694663,3.0
GE624D,xAM,35.0,15.625,9.0,,30.0,0.2591975017772688,0.15838376390613726,3.0
GE624D,xAM,45.0,15.625,5.0,,1.6,0.07818221118893041,0.07417285497044195,3.0
GE624D,xAM,45.0,15.625,5.0,,2.0,0.10643671392144095,0.10277072843333739,3.0
GE624D,xAM,45.0,15.625,5.0,,3.0,0.16869096126790184,0.17303707538805616,3.0
GE624D,xAM,45.0,15.625,5.0,,4.0,0.23383669977506694,0.2328601114056167,3.0
GE624D,xAM,45.0,15.625,5.0,,5.0,0.3000693588337122,0.29644405182379563,3.0
GE624D,xAM,45.0,15.625,5.0,,6.0,0.3712963108804894,0.35624097390486625,3.0
GE624D,xAM,45.0,15.625,5.0,,7.0,0.4435214066518742,0.4174809769489496,3.0
GE624D,xAM,45.0,15.625,5.0,,8.0,0.5246135423689218,0.47552824161272295,3.0
GE624D,xAM,45.0,15.625,5.0,,9.0,0.6054330883753526,0.5341690939148194,3.0
GE624D,xAM,45.0,15.625,5.0,,10.0,0.6797047793784571,0.5870159184343701,3.0
GE624D,xAM,45.0,15.625,5.0,,11.0,0.7606663045351679,0.640006168926658,3.0
GE624D,xAM,45.0,15.625,5.0,,12.0,0.8500564951777406,0.7017277040104458,3.0
GE624D,xAM,45.0,15.625,5.0,,13.0,0.9387945813583141,0.7622612212004913,3.0
GE624D,xAM,45.0,15.625,5.0,,14.0,1.0354163056211185,0.8209330742834369,3.0
GE624D,xAM,45.0,15.625,5.0,,15.0,1.1328395327450855,0.8698955850509416,3.0
GE624D,xAM,45.0,15.625,5.0,,16.0,1.2251877440056662,0.924143363836783,3.0
GE624D,xAM,45.0,15.625,5.0,,17.0,1.3167245017463791,0.9641115090734393,3.0
GE624D,xAM,45.0,15.625,5.0,,18.0,1.4163958248219313,1.0196871539259598,3.0
GE624D,xAM,45.0,15.625,5.0,,19.0,1.5163317550662516,1.0707064326556497,3.0
GE624D,xAM,45.0,15.625,5.0,,20.0,1.6184024430883752,1.1131469561195133,3.0
GE624D,xAM,45.0,15.625,5.0,,21.0,1.7202342859839936,1.1568860256360278,3.0
GE624D,xAM,45.0,15.625,5.0,,22.0,1.8305559912083433,1.1985935387416766,3.0
GE624D,xAM,45.0,15.625,5.0,,23.0,1.9378446691731843,1.2414306363965704,3.0
GE624D,xAM,45.0,15.625,5.0,,24.0,2.0382133991176663,1.2590721475624516,3.0
GE624D,xAM,45.0,15.625,5.0,,25.0,2.1400781751777735,1.2869387298438644,3.0
GE624D,xAM,45.0,15.625,5.0,,26.0,2.2411565446984807,1.319365250107004,3.0
GE624D,xAM,45.0,15.625,5.0,,27.0,2.340868254834509,1.3545301727200727,3.0
GE624D,xAM,45.0,15.625,5.0,,28.0,2.4410553924390404,1.3731268117293045,3.0
GE624D,xAM,45.0,15.625,5.0,,29.0,2.5399749787486345,1.3963890453978145,3.0
GE624D,xAM,45.0,15.625,5.0,,30.0,2.630631222064556,1.4230103936290803,3.0
GE624D,xAM,45.0,15.625,7.0,,1.6,0.045482776647484825,0.04653796700526543,3.0
GE624D,xAM,45.0,15.625,7.0,,2.0,0.05903085224326732,0.057574514068504605,3.0
GE624D,xAM,45.0,15.625,7.0,,3.0,0.10564218440610836,0.10556709782330427,3.0
GE624D,xAM,45.0,15.625,7.0,,4.0,0.13843197475641703,0.14459600442100992,3.0
GE624D,xAM,45.0,15.625,7.0,,5.0,0.18272448415927314,0.18503373190411052,3.0
GE624D,xAM,45.0,15.625,7.0,,6.0,0.225948277641184,0.2249947844689627,3.0
GE624D,xAM,45.0,15.625,7.0,,7.0,0.266543312476952,0.26196255132380725,3.0
GE624D,xAM,45.0,15.625,7.0,,8.0,0.315005858566962,0.30434346165962295,3.0
GE624D,xAM,45.0,15.625,7.0,,9.0,0.36460836618488157,0.3429194978986397,3.0
GE624D,xAM,45.0,15.625,7.0,,10.0,0.4115890215260279,0.38287638086990045,3.0
GE624D,xAM,45.0,15.625,7.0,,11.0,0.46492197037229666,0.41837148108832656,3.0
GE624D,xAM,45.0,15.625,7.0,,12.0,0.5149624491348525,0.45056157042145095,3.0
GE624D,xAM,45.0,15.625,7.0,,13.0,0.576201152686636,0.4822205711738799,3.0
GE624D,xAM,45.0,15.625,7.0,,14.0,0.6314939715057108,0.5200077079922595,3.0
GE624D,xAM,45.0,15.625,7.0,,15.0,0.6942645573253271,0.5555812259520087,3.0
GE624D,xAM,45.0,15.625,7.0,,16.0,0.7558874809811401,0.5939176336921014,3.0
GE624D,xAM,45.0,15.625,7.0,,17.0,0.8181023750346778,0.6252749842183764,3.0
GE624D,xAM,45.0,15.625,7.0,,18.0,0.8789635513350483,0.6560401995816335,3.0
GE624D,xAM,45.0,15.625,7.0,,19.0,0.9426392746578051,0.6809830643134142,3.0
GE624D,xAM,45.0,15.625,7.0,,20.0,1.0119314633139345,0.7160838506470958,3.0
GE624D,xAM,45.0,15.625,7.0,,21.0,1.077402832604734,0.7424161959972175,3.0
GE624D,xAM,45.0,15.625,7.0,,22.0,1.1465044754402534,0.7749374748021336,3.0
GE624D,xAM,45.0,15.625,7.0,,23.0,1.2113398534559205,0.801751226237946,3.0
GE624D,xAM,45.0,15.625,7.0,,24.0,1.2770083376708454,0.8288886325932023,3.0
GE624D,xAM,45.0,15.625,7.0,,25.0,1.34470985884935,0.8570970978998819,3.0
GE624D,xAM,45.0,15.625,7.0,,26.0,1.4147870237806404,0.8805110855601072,3.0
GE624D,xAM,45.0,15.625,7.0,,27.0,1.486252146146171,0.8912287133625725,3.0
GE624D,xAM,45.0,15.625,7.0,,28.0,1.5664378518031532,0.8932870909510808,3.0
GE624D,xAM,45.0,15.625,7.0,,29.0,1.6413723365661388,0.9113848029023283,3.0
GE624D,xAM,45.0,15.625,7.0,,30.0,1.705507741258696,0.9315374129363204,3.0
GE624D,xAM,45.0,15.625,9.0,,1.6,0.013717463797278603,0.01131243408671683,3.0
GE624D,xAM,45.0,15.625,9.0,,2.0,0.018810279906180807,0.016762824181897767,3.0
GE624D,xAM,45.0,15.625,9.0,,3.0,0.030321847379943978,0.029671772164847437,3.0
GE624D,xAM,45.0,15.625,9.0,,4.0,0.041359840012489636,0.04264674834087508,3.0
GE624D,xAM,45.0,15.625,9.0,,5.0,0.053846475424650354,0.05469660776970653,3.0
GE624D,xAM,45.0,15.625,9.0,,6.0,0.06564764622818865,0.0664461130150794,3.0
GE624D,xAM,45.0,15.625,9.0,,7.0,0.07718723151256489,0.07894832816968463,3.0
GE624D,xAM,45.0,15.625,9.0,,8.0,0.09113026051798319,0.09047903904498462,3.0
GE624D,xAM,45.0,15.625,9.0,,9.0,0.10355008683576487,0.103436272456235,3.0
GE624D,xAM,45.0,15.625,9.0,,10.0,0.1171592546452185,0.11467332019581206,3.0
GE624D,xAM,45.0,15.625,9.0,,11.0,0.12842270582764653,0.12656196271500267,3.0
GE624D,xAM,45.0,15.625,9.0,,12.0,0.14456239062250356,0.1386743218515736,3.0
GE624D,xAM,45.0,15.625,9.0,,13.0,0.16019435793149514,0.15304710303588667,3.0
GE624D,xAM,45.0,15.625,9.0,,14.0,0.1783279040966951,0.1648174951317045,3.0
GE624D,xAM,45.0,15.625,9.0,,15.0,0.1928078533076463,0.17597378235311265,3.0
GE624D,xAM,45.0,15.625,9.0,,16.0,0.20878618905998103,0.18925743670028972,3.0
GE624D,xAM,45.0,15.625,9.0,,17.0,0.22643857576666912,0.2018735193091833,3.0
GE624D,xAM,45.0,15.625,9.0,,18.0,0.2441232573383972,0.21553899717736255,3.0
GE624D,xAM,45.0,15.625,9.0,,19.0,0.2617540526349285,0.22567346471618624,3.0
GE624D,xAM,45.0,15.625,9.0,,20.0,0.2803016404930399,0.2385655469530825,3.0
GE624D,xAM,45.0,15.625,9.0,,21.0,0.2977646479533836,0.2511080440152221,3.0
GE624D,xAM,45.0,15.625,9.0,,22.0,0.31821554372340666,0.2628360599245878,3.0
GE624D,xAM,45.0,15.625,9.0,,23.0,0.33784875110471074,0.2748971302183985,3.0
GE624D,xAM,45.0,15.625,9.0,,24.0,0.3593719212491558,0.28938249147409806,3.0
GE624D,xAM,45.0,15.625,9.0,,25.0,0.37814106590320246,0.29984264909635155,3.0
GE624D,xAM,45.0,15.625,9.0,,26.0,0.3966871587617358,0.30848748506202517,3.0
GE624D,xAM,45.0,15.625,9.0,,27.0,0.4190623489952663,0.3188477067462798,3.0
GE624D,xAM,45.0,15.625,9.0,,28.0,0.44061293025570797,0.3288066395026676,3.0
GE624D,xAM,45.0,15.625,9.0,,29.0,0.461353720448777,0.3375759580548105,3.0
GE624D,xAM,45.0,15.625,9.0,,30.0,0.48054139915966404,0.34628924076112444,3.0
GE624D,xAM,45.0,15.625,10.0,,1.6,0.009060249369744157,0.007884000138517777,3.0
GE624D,xAM,45.0,15.625,10.0,,2.0,0.01206042536637762,0.009269221433711007,3.0
GE624D,xAM,45.0,15.625,10.0,,3.0,0.018774476191675094,0.017502778721771983,3.0
GE624D,xAM,45.0,15.625,10.0,,4.0,0.027780494192764113,0.023444636487945102,3.0
GE624D,xAM,45.0,15.625,10.0,,5.0,0.03402766346426988,0.031837118700466925,3.0
GE624D,xAM,45.0,15.625,10.0,,6.0,0.04347401314424331,0.040900834839969535,3.0
GE624D,xAM,45.0,15.625,10.0,,7.0,0.051073281543205895,0.04795381433756369,3.0
GE624D,xAM,45.0,15.625,10.0,,8.0,0.05999267943406376,0.056637741717217,3.0
GE624D,xAM,45.0,15.625,10.0,,9.0,0.06873201265055816,0.06344321730244182,3.0
GE624D,xAM,45.0,15.625,10.0,,10.0,0.0756473315211867,0.07097399751621994,3.0
GE624D,xAM,45.0,15.625,10.0,,11.0,0.08488284919847226,0.07943449060443343,3.0
GE624D,xAM,45.0,15.625,10.0,,12.0,0.09695683462503484,0.08781724426863079,3.0
GE624D,xAM,45.0,15.625,10.0,,13.0,0.10599542750829449,0.09729042317158605,3.0
GE624D,xAM,45.0,15.625,10.0,,14.0,0.11551344796347053,0.106606600169967,3.0
GE624D,xAM,45.0,15.625,10.0,,15.0,0.12668022638695395,0.11475331674784232,3.0
GE624D,xAM,45.0,15.625,10.0,,16.0,0.13679176390388606,0.12439850548000558,3.0
GE624D,xAM,45.0,15.625,10.0,,17.0,0.1481350249741647,0.13403076902678385,3.0
GE624D,xAM,45.0,15.625,10.0,,18.0,0.15901775279035324,0.14226207858203613,3.0
GE624D,xAM,45.0,15.625,10.0,,19.0,0.1702950441120975,0.15174866078893803,3.0
GE624D,xAM,45.0,15.625,10.0,,20.0,0.18051104610807314,0.1598750901917798,3.0
GE624D,xAM,45.0,15.625,10.0,,21.0,0.192668962117203,0.16745360124092168,3.0
GE624D,xAM,45.0,15.625,10.0,,22.0,0.2032511200861037,0.17652125188105752,3.0
GE624D,xAM,45.0,15.625,10.0,,23.0,0.21620612467380526,0.18570473755912775,3.0
GE624D,xAM,45.0,15.625,10.0,,24.0,0.22832014847430457,0.19311990681322863,3.0
GE624D,xAM,45.0,15.625,10.0,,25.0,0.24047795789652873,0.2027370058516796,3.0
GE624D,xAM,45.0,15.625,10.0,,26.0,0.2531815952957435,0.21166060844675857,3.0
GE624D,xAM,45.0,15.625,10.0,,27.0,0.2645012594843179,0.22051848754863349,3.0
GE624D,xAM,45.0,15.625,10.0,,28.0,0.2753891369479528,0.23016449101756653,3.0
GE624D,xAM,45.0,15.625,10.0,,29.0,0.2876533467498998,0.2398769798849162,3.0
GE624D,xAM,45.0,15.625,10.0,,30.0,0.30072765542564395,0.2469826659851464,3.0
GE624D,xAM,65.0,15.625,5.0,,1.6,0.08294278897962865,0.0832976950381323,3.0
GE624D,xAM,65.0,15.625,5.0,,2.0,0.11158758514206506,0.10985542225015192,3.0
GE624D,xAM,65.0,15.625,5.0,,3.0,0.17534495380444773,0.18510190344509123,3.0
GE624D,xAM,65.0,15.625,5.0,,4.0,0.24565482787596027,0.25602360635049554,3.0
GE624D,xAM,65.0,15.625,5.0,,5.0,0.315904946744326,0.3245658965634444,3.0
GE624D,xAM,65.0,15.625,5.0,,6.0,0.3855809343797349,0.3930814864038826,3.0
GE624D,xAM,65.0,15.625,5.0,,7.0,0.46166453067582286,0.457531021617009,3.0
GE624D,xAM,65.0,15.625,5.0,,8.0,0.535545912635555,0.5190141480381923,3.0
GE624D,xAM,65.0,15.625,5.0,,9.0,0.6204619703696862,0.586573059766475,3.0
GE624D,xAM,65.0,15.625,5.0,,10.0,0.6965458430886514,0.6494623872526044,3.0
GE624D,xAM,65.0,15.625,5.0,,11.0,0.7803601583129409,0.7178556864243282,3.0
GE624D,xAM,65.0,15.625,5.0,,12.0,0.866491241707577,0.7829559332935849,3.0
GE624D,xAM,65.0,15.625,5.0,,13.0,0.96018884803735,0.8512141553646856,3.0
GE624D,xAM,65.0,15.625,5.0,,14.0,1.0573154508845388,0.9140919239518247,3.0
GE624D,xAM,65.0,15.625,5.0,,15.0,1.1472339055986058,0.972049634325911,3.0
GE624D,xAM,65.0,15.625,5.0,,16.0,1.2410334719662932,1.0399186638475104,3.0
GE624D,xAM,65.0,15.625,5.0,,17.0,1.330838032881424,1.0987293691970892,3.0
GE624D,xAM,65.0,15.625,5.0,,18.0,1.420409150900676,1.1430625047605727,3.0
GE624D,xAM,65.0,15.625,5.0,,19.0,1.5324719356173293,1.1838113599418465,3.0
GE624D,xAM,65.0,15.625,5.0,,20.0,1.6450770121548066,1.2399513055286722,3.0
GE624D,xAM,65.0,15.625,5.0,,21.0,1.7321777057173655,1.280667741439059,3.0
GE624D,xAM,65.0,15.625,5.0,,22.0,1.83102486349235,1.32413587144506,3.0
GE624D,xAM,65.0,15.625,5.0,,23.0,1.9392298403341865,1.3685956976271596,3.0
GE624D,xAM,65.0,15.625,5.0,,24.0,2.0292864545644016,1.4027091595548973,3.0
GE624D,xAM,65.0,15.625,5.0,,25.0,2.1421881739398354,1.4438203019627123,3.0
GE624D,xAM,65.0,15.625,5.0,,26.0,2.2314564782957054,1.4752288129507558,3.0
GE624D,xAM,65.0,15.625,5.0,,27.0,2.325611742471832,1.517185316579835,3.0
GE624D,xAM,65.0,15.625,5.0,,28.0,2.408209397548179,1.555006778327608,3.0
GE624D,xAM,65.0,15.625,5.0,,29.0,2.5047774266272183,1.593284245659426,3.0
GE624D,xAM,65.0,15.625,5.0,,30.0,2.6032824232457803,1.629865162279061,3.0
GE624D,xAM,65.0,15.625,7.0,,1.6,0.06393097847703776,0.05987317102902417,3.0
GE624D,xAM,65.0,15.625,7.0,,2.0,0.0916180268474575,0.08794118879587771,3.0
GE624D,xAM,65.0,15.625,7.0,,3.0,0.13875310599901625,0.14791982499011266,3.0
GE624D,xAM,65.0,15.625,7.0,,4.0,0.19500068399466572,0.19802234050313058,3.0
GE624D,xAM,65.0,15.625,7.0,,5.0,0.2541720227290148,0.25537677195243424,3.0
GE624D,xAM,65.0,15.625,7.0,,6.0,0.31435210894766535,0.31560134587551675,3.0
GE624D,xAM,65.0,15.625,7.0,,7.0,0.3750710637127232,0.365452958908629,3.0
GE624D,xAM,65.0,15.625,7.0,,8.0,0.43802739187675366,0.41266787089612594,3.0
GE624D,xAM,65.0,15.625,7.0,,9.0,0.5013522454922573,0.46798211330799977,3.0
GE624D,xAM,65.0,15.625,7.0,,10.0,0.5721954173800308,0.5148145307076375,3.0
GE624D,xAM,65.0,15.625,7.0,,11.0,0.6377732771249279,0.5665127122294377,3.0
GE624D,xAM,65.0,15.625,7.0,,12.0,0.705310178308749,0.618229398069666,3.0
GE624D,xAM,65.0,15.625,7.0,,13.0,0.7783009004282486,0.6707887702366379,3.0
GE624D,xAM,65.0,15.625,7.0,,14.0,0.8595904908671232,0.719012838285691,3.0
GE624D,xAM,65.0,15.625,7.0,,15.0,0.9391462445934283,0.7687520444424871,3.0
GE624D,xAM,65.0,15.625,7.0,,16.0,1.026505377149829,0.8150035851414791,3.0
GE624D,xAM,65.0,15.625,7.0,,17.0,1.1013798382116937,0.8572772650809167,3.0
GE624D,xAM,65.0,15.625,7.0,,18.0,1.181594520168187,0.9020870969739502,3.0
GE624D,xAM,65.0,15.625,7.0,,19.0,1.2581993423924773,0.9418765476313328,3.0
GE624D,xAM,65.0,15.625,7.0,,20.0,1.339016805375629,0.9825238259232115,3.0
GE624D,xAM,65.0,15.625,7.0,,21.0,1.4195278766005206,1.018785472032121,3.0
GE624D,xAM,65.0,15.625,7.0,,22.0,1.5022349443205893,1.0573448534847012,3.0
GE624D,xAM,65.0,15.625,7.0,,23.0,1.580146984810309,1.0901247701665115,3.0
GE624D,xAM,65.0,15.625,7.0,,24.0,1.658343515976725,1.1223130251174724,3.0
GE624D,xAM,65.0,15.625,7.0,,25.0,1.739835974442504,1.1544251923389222,3.0
GE624D,xAM,65.0,15.625,7.0,,26.0,1.817067352452958,1.1842302610890496,3.0
GE624D,xAM,65.0,15.625,7.0,,27.0,1.889937752194962,1.214689091874125,3.0
GE624D,xAM,65.0,15.625,7.0,,28.0,1.9666171316493568,1.2382006862220125,3.0
GE624D,xAM,65.0,15.625,7.0,,29.0,2.0398398098522126,1.2587852196124514,3.0
GE624D,xAM,65.0,15.625,7.0,,30.0,2.1054120537853875,1.2878209851212128,3.0
GE624D,xAM,65.0,15.625,9.0,,1.6,0.05910914677610502,0.0667055332745851,3.0
GE624D,xAM,65.0,15.625,9.0,,2.0,0.07792023694674201,0.08745365906477402,3.0
GE624D,xAM,65.0,15.625,9.0,,3.0,0.1283927374142994,0.14061197184287919,3.0
GE624D,xAM,65.0,15.625,9.0,,4.0,0.18148574130289596,0.19068126717605338,3.0
GE624D,xAM,65.0,15.625,9.0,,5.0,0.23424244794023039,0.2408165110537174,3.0
GE624D,xAM,65.0,15.625,9.0,,6.0,0.2896764146387085,0.28955218226053664,3.0
GE624D,xAM,65.0,15.625,9.0,,7.0,0.3494029063161272,0.33905738014585474,3.0
GE624D,xAM,65.0,15.625,9.0,,8.0,0.4096935533665031,0.385952703935234,3.0
GE624D,xAM,65.0,15.625,9.0,,9.0,0.4703054050810536,0.43046733380325436,3.0
GE624D,xAM,65.0,15.625,9.0,,10.0,0.5311183776377041,0.47054183808185485,3.0
GE624D,xAM,65.0,15.625,9.0,,11.0,0.595289371116505,0.5147918982190417,3.0
GE624D,xAM,65.0,15.625,9.0,,12.0,0.6636388739610143,0.5586343415688257,3.0
GE624D,xAM,65.0,15.625,9.0,,13.0,0.7370121934187653,0.6029875708586672,3.0
GE624D,xAM,65.0,15.625,9.0,,14.0,0.8126745351010132,0.6413848071304781,3.0
GE624D,xAM,65.0,15.625,9.0,,15.0,0.8858596313312304,0.677103065193761,3.0
GE624D,xAM,65.0,15.625,9.0,,16.0,0.9572832127204439,0.7038580135906441,3.0
GE624D,xAM,65.0,15.625,9.0,,17.0,1.042778899610109,0.7356755213184983,3.0
GE624D,xAM,65.0,15.625,9.0,,18.0,1.1308353713868915,0.7676688212228083,3.0
GE624D,xAM,65.0,15.625,9.0,,19.0,1.2147116377616776,0.7966277319171092,3.0
GE624D,xAM,65.0,15.625,9.0,,20.0,1.3023559429082212,0.8241048056816754,3.0
GE624D,xAM,65.0,15.625,9.0,,21.0,1.3929822743621036,0.8515833813812598,3.0
GE624D,xAM,65.0,15.625,9.0,,22.0,1.4836399465736292,0.8777728728667941,3.0
GE624D,xAM,65.0,15.625,9.0,,23.0,1.571792063602624,0.9009310936671119,3.0
GE624D,xAM,65.0,15.625,9.0,,24.0,1.6618120891354191,0.9214110731916345,3.0
GE624D,xAM,65.0,15.625,9.0,,25.0,1.7535416887334436,0.9437734931900147,3.0
GE624D,xAM,65.0,15.625,9.0,,26.0,1.8447403634903878,0.9637026573185711,3.0
GE624D,xAM,65.0,15.625,9.0,,27.0,1.913782749641716,0.9897509672225074,3.0
GE624D,xAM,65.0,15.625,9.0,,28.0,1.990903758517164,1.014816395306724,3.0
GE624D,xAM,65.0,15.625,9.0,,29.0,2.0747058551707975,1.0233324180821817,3.0
GE624D,xAM,65.0,15.625,9.0,,30.0,2.1598218455940863,1.041584368291226,3.0
GE624D,xAM,65.0,15.625,10.0,,1.6,0.032196385651885505,0.036211879063916465,3.0
GE624D,xAM,65.0,15.625,10.0,,2.0,0.04172196456131614,0.048396746006819175,3.0
GE624D,xAM,65.0,15.625,10.0,,3.0,0.06726358342317487,0.08100833323693722,3.0
GE624D,xAM,65.0,15.625,10.0,,4.0,0.09343677762837073,0.11323609261082716,3.0
GE624D,xAM,65.0,15.625,10.0,,5.0,0.12001356485932228,0.1459515773682911,3.0
GE624D,xAM,65.0,15.625,10.0,,6.0,0.14724153757751934,0.1766996518139745,3.0
GE624D,xAM,65.0,15.625,10.0,,7.0,0.17495575576116706,0.2073649517318333,3.0
GE624D,xAM,65.0,15.625,10.0,,8.0,0.20326388203245785,0.24146141636673255,3.0
GE624D,xAM,65.0,15.625,10.0,,9.0,0.2334262255082893,0.27316378659132756,3.0
GE624D,xAM,65.0,15.625,10.0,,10.0,0.26084887218901454,0.31012210224608544,3.0
GE624D,xAM,65.0,15.625,10.0,,11.0,0.29163970225783903,0.3441278589272651,3.0
GE624D,xAM,65.0,15.625,10.0,,12.0,0.32400376553720717,0.3791121429090823,3.0
GE624D,xAM,65.0,15.625,10.0,,13.0,0.3543768087798262,0.417590091466339,3.0
GE624D,xAM,65.0,15.625,10.0,,14.0,0.38961886420373054,0.45602274191237857,3.0
GE624D,xAM,65.0,15.625,10.0,,15.0,0.423502890810862,0.49291787954983546,3.0
GE624D,xAM,65.0,15.625,10.0,,16.0,0.4576053836631855,0.530270744781362,3.0
GE624D,xAM,65.0,15.625,10.0,,17.0,0.48842499424173796,0.5686765632581249,3.0
GE624D,xAM,65.0,15.625,10.0,,18.0,0.5247049934150086,0.6094201392919013,3.0
GE624D,xAM,65.0,15.625,10.0,,19.0,0.5597620407661802,0.6475059168377159,3.0
GE624D,xAM,65.0,15.625,10.0,,20.0,0.5944368530773537,0.687648228473989,3.0
GE624D,xAM,65.0,15.625,10.0,,21.0,0.6283836114287872,0.7256127624765694,3.0
GE624D,xAM,65.0,15.625,10.0,,22.0,0.6629369645061328,0.7622554586445055,3.0
GE624D,xAM,65.0,15.625,10.0,,23.0,0.6967443523436495,0.8004580904470631,3.0
GE624D,xAM,65.0,15.625,10.0,,24.0,0.727933428250554,0.837540118181033,3.0
GE624D,xAM,65.0,15.625,10.0,,25.0,0.7596945054971211,0.8736465602335729,3.0
GE624D,xAM,65.0,15.625,10.0,,26.0,0.7915099067989706,0.9097140014588548,3.0
GE624D,xAM,65.0,15.625,10.0,,27.0,0.8217061952647494,0.9460761537517143,3.0
