probe,Mode,Aperture,TxFrequency_MHz,Location_mm,Focus_mm,Voltage_V,PPP_MPa,PNP_abs_MPa,NumTrials
GE624D,pAM,65.0,12.5,5.0,5.0,19.0,3.104191981634674,3.9145122639991903,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,20.0,3.0953859688024425,3.9795806291356848,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,21.0,3.0812189865625563,4.030564063255479,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,22.0,3.082400557447256,4.079974687071739,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,23.0,3.093769876129921,4.113133439279638,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,24.0,3.1251576878986325,4.151992751431707,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,25.0,3.1542219092427053,4.213966770329053,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,26.0,3.1521568897965975,4.268103686607634,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,27.0,3.2563012415618267,4.2763256802457965,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,28.0,3.36115676228031,4.3075572291319935,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,29.0,3.406346272335868,4.365666326513674,3.0
GE624D,pAM,65.0,12.5,5.0,5.0,30.0,3.4931487878084195,4.43421221286519,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,1.6,0.4806469096453027,0.48456073977450237,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,2.0,0.6128622891969716,0.637844684440111,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,3.0,0.939598836037803,1.0034898804212709,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,4.0,1.2441822528130408,1.3432191767198123,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,5.0,1.528525353864633,1.6490870013615264,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,6.0,1.8126061499144146,1.9111969645559765,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,7.0,2.0622697371317718,2.142284100766844,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,8.0,2.26842829599476,2.3287774723053265,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,9.0,2.4362558435840973,2.4738282714638924,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,10.0,2.560502827101194,2.580656906948882,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,11.0,2.648476969770763,2.6733747716835796,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,12.0,2.6996300124299917,2.7419521137617733,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,13.0,2.718080700679715,2.793164377004682,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,14.0,2.7501444762375367,2.839974473772839,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,15.0,2.7392225423528687,2.881257776837925,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,16.0,2.717888433150676,2.9309367655814076,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,17.0,2.713532758138955,2.974742396233955,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,18.0,2.6905429741991846,3.019860896330479,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,19.0,2.7068795332591145,3.0452341245127648,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,20.0,2.7070702878992847,3.080503232473141,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,21.0,2.716312199782014,3.1020629328742957,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,22.0,2.725372461524731,3.1208590479166283,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,23.0,2.7215397027131996,3.1406154584474972,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,24.0,2.7088729205436315,3.1542465732443428,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,25.0,2.7365068224326436,3.1656023793989014,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,26.0,2.7816398808915412,3.2360837800790687,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,27.0,2.8239507873583363,3.246081001881237,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,28.0,2.877013470275383,3.1946391147122086,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,29.0,2.910117950311531,3.1954438230219435,3.0
GE624D,pAM,65.0,12.5,7.0,7.0,30.0,2.9831651555664327,3.199042127643636,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,1.6,0.42764965749530565,0.4112846066844556,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,2.0,0.5559413420579896,0.5281085428208385,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,3.0,0.8625268735492737,0.8308380835469614,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,4.0,1.159269241281682,1.1016162478374307,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,5.0,1.4359863367821155,1.3433755463958574,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,6.0,1.6992556405771424,1.5636423344595005,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,7.0,1.9697042083204306,1.7514818418995641,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,8.0,2.217556150624025,1.9064013959479442,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,9.0,2.409192242657973,2.0674742785420284,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,10.0,2.568662968849719,2.188603863072776,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,11.0,2.6736063500708056,2.2999697153630616,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,12.0,2.760982546540698,2.382632886947441,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,13.0,2.8116779831436554,2.4508387744210975,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,14.0,2.8423565080965862,2.5094472465797146,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,15.0,2.8504252526449263,2.5613921602868346,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,16.0,2.8550759201639706,2.610368114717666,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,17.0,2.8463974888630545,2.6494344253427813,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,18.0,2.8415816523039816,2.6886757458048614,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,19.0,2.819432798662511,2.7275293284993243,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,20.0,2.810941904419019,2.75336297264626,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,21.0,2.7875078219630893,2.7727304371261936,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,22.0,2.7923328751082006,2.776750766018259,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,23.0,2.822777433940113,2.7870331697588235,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,24.0,2.849912032912704,2.798843199325192,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,25.0,2.883385007089329,2.801577555848692,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,26.0,2.9062597664165093,2.8261086905532427,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,27.0,2.934007828311783,2.8067711591467854,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,28.0,2.9806628600241782,2.7940728736202463,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,29.0,3.004726169571979,2.8037206928603893,3.0
GE624D,pAM,65.0,12.5,9.0,9.0,30.0,3.0112921097483873,2.809674023123495,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,1.6,0.30013567531264457,0.3085605273685916,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,2.0,0.3870751325132247,0.40801499425096227,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,3.0,0.5905226068007097,0.6614172628206281,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,4.0,0.7830927983288637,0.9219390977547678,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,5.0,0.9709192336715597,1.176849329477057,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,6.0,1.1358759590060898,1.4251231609539037,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,7.0,1.2912251699527426,1.6765577144314932,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,8.0,1.4193522142732042,1.92036566044941,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,9.0,1.542336633374769,2.1555593485386777,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,10.0,1.6486789095319097,2.3824505963816978,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,11.0,1.7278590458613714,2.595798599495645,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,12.0,1.7780178137416207,2.7857587520237526,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,13.0,1.8067401219017192,2.9612647549260163,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,14.0,1.8206933745839013,3.112348504848974,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,15.0,1.8297096729749687,3.2420798689647223,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,16.0,1.8184496070097247,3.3526860610029487,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,17.0,1.8071429785792545,3.444352282039288,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,18.0,1.7900137549724973,3.5251305764491767,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,19.0,1.7723463568074351,3.589056580210642,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,20.0,1.778923959184537,3.6410090623199913,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,21.0,1.8529051637587175,3.6842259138125555,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,22.0,1.930490788926007,3.725080624996084,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,23.0,2.000548443428668,3.7621705020297775,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,24.0,2.070605741015873,3.782978376186404,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,25.0,2.132838151330365,3.805778257144484,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,26.0,2.1836895389148565,3.815805297959845,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,27.0,2.247133317681762,3.828615875859659,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,28.0,2.322683929450647,3.8288676748942696,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,29.0,2.376179558652674,3.8308865454421395,3.0
GE624D,pAM,65.0,12.5,10.0,10.0,30.0,2.4002619462794264,3.8472687497519273,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,1.6,0.3672056257577399,0.39070649453628786,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,2.0,0.4582530748960913,0.5044681261855694,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,3.0,0.7075648497102138,0.8187495351075573,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,4.0,0.9692959230064228,1.100189543070465,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,5.0,1.2280952693168814,1.355209650443966,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,6.0,1.4668744787539876,1.590824870610743,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,7.0,1.7065878259955456,1.8014994504294484,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,8.0,1.93346836620044,1.981618468575274,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,9.0,2.1499529454257935,2.134787820931344,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,10.0,2.3405569135339204,2.2640777087107633,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,11.0,2.5199981113156427,2.3727645947411147,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,12.0,2.6593146556863494,2.4898611158934085,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,13.0,2.760711484547192,2.609009300785415,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,14.0,2.856705397223364,2.6932175157271323,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,15.0,2.9989148234408405,2.7389138298014504,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,16.0,3.1268320700833776,2.7668894406436224,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,17.0,3.2299617632204716,2.806630139182038,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,18.0,3.302309147752087,2.850644389437248,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,19.0,3.39408774248499,2.8971714753073017,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,20.0,3.461290689758524,2.958795588015427,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,21.0,3.4823612482294464,3.0094141740270235,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,22.0,3.555143489604788,3.070501241811573,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,23.0,3.5781837225107913,3.1198670561017283,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,24.0,3.626129799287052,3.174180887106727,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,25.0,3.658849921020494,3.2166461752945676,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,26.0,3.6708976731838416,3.2334562394645396,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,27.0,3.612470677721628,3.246971479825696,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,28.0,3.6416532922229545,3.2864697800726166,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,29.0,3.644780334753346,3.3042503077584313,3.0
GE624D,pAM,65.0,15.625,5.0,5.0,30.0,3.5939344951158123,3.3559489006371983,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,1.6,0.3014854765851842,0.3502492688162718,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,2.0,0.3813957974463554,0.460360781778063,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,3.0,0.5802415051927879,0.741872582368973,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,4.0,0.7643495672664468,1.0235584855583517,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,5.0,0.9397300049038652,1.2970057163440833,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,6.0,1.0956815050566424,1.5576818079084873,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,7.0,1.2428382985749382,1.8114734870187599,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,8.0,1.3777428010609916,2.050485274536255,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,9.0,1.4990816022112992,2.2657728205045413,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,10.0,1.6139776462258755,2.4478234360295374,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,11.0,1.7173201840562244,2.6142256606717713,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,12.0,1.811721515946437,2.756101088800882,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,13.0,1.8966953263381763,2.877637092481543,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,14.0,1.9694297761815658,2.9782872631513873,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,15.0,2.0305596077906936,3.0579284622044938,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,16.0,2.074210076995031,3.1400938027915806,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,17.0,2.103712985346116,3.2071359955316012,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,18.0,2.1210135135995567,3.266633418671244,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,19.0,2.1277763504243556,3.330910714799723,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,20.0,2.128237409283272,3.388573919114604,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,21.0,2.1198531890486465,3.453152365641247,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,22.0,2.0830279293204836,3.526448121220529,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,23.0,2.0800335798557907,3.561678847465769,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,24.0,2.08925030775789,3.5673260360186294,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,25.0,2.082087531631021,3.567188572342552,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,26.0,2.0764509110703364,3.5742509929930093,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,27.0,2.0652241934394566,3.585565597282925,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,28.0,2.0501988931768644,3.6145630421445616,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,29.0,2.0373164211298644,3.6395793998425123,3.0
GE624D,pAM,65.0,15.625,7.0,7.0,30.0,1.9897698569132158,3.663196941054364,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,1.6,0.3145174468301605,0.33524774613274316,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,2.0,0.3873711627392457,0.43060025296239385,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,3.0,0.5964994382516058,0.6729855012398934,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,4.0,0.809918780471239,0.9030886987793969,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,5.0,1.0153526732572336,1.1180821587561955,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,6.0,1.2045954330859352,1.3185807867643315,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,7.0,1.392281435776848,1.5123242699639363,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,8.0,1.5652422106006518,1.6758256266299216,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,9.0,1.7253828630561443,1.815064489817721,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,10.0,1.8544791028678336,1.9380016219114615,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,11.0,1.9606309048148052,2.067408211665241,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,12.0,2.1150109025190775,2.1419102290420673,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,13.0,2.2507430983458723,2.207128100388919,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,14.0,2.344407013870592,2.290778165447506,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,15.0,2.405047590642412,2.3735899210618356,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,16.0,2.4504594900392087,2.445302473889923,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,17.0,2.4737957048150694,2.5146781956404602,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,18.0,2.528899003869006,2.5744293612671147,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,19.0,2.563015127065503,2.625741750517424,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,20.0,2.5969835228978497,2.6659973365225356,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,21.0,2.624593172894114,2.70893823152004,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,22.0,2.6514264672301144,2.7424791133640443,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,23.0,2.6692088615309313,2.7674918431656104,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,24.0,2.6823748536902996,2.782207244256739,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,25.0,2.6887502767963976,2.8028109428197543,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,26.0,2.7063576642362075,2.8135318696039193,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,27.0,2.707106650571395,2.8368786399722503,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,28.0,2.7103443666404083,2.8536255491163005,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,29.0,2.709621421965942,2.8617368365812292,3.0
GE624D,pAM,65.0,15.625,9.0,9.0,30.0,2.7141444908792973,2.8660779691137357,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,1.6,0.2549989686118272,0.27160084349420616,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,2.0,0.3162091956355147,0.3522147777458435,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,3.0,0.4762653535387786,0.5459067171406949,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,4.0,0.6215272003531933,0.7414447992280525,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,5.0,0.7843602536514959,0.9412199594544735,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,6.0,0.9492652981613748,1.119099017743024,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,7.0,1.095645440263225,1.3001846237502688,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,8.0,1.2274868074026488,1.4643940462800582,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,9.0,1.354442623209227,1.6198820740357391,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,10.0,1.4860299888563855,1.7527218216945581,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,11.0,1.6017506690486751,1.8788549265051124,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,12.0,1.7016560295255445,1.9985843979747777,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,13.0,1.7864886325068283,2.1124326465705767,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,14.0,1.8580130258987593,2.2157908771850736,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,15.0,1.8929442361953994,2.3137086601086327,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,16.0,1.9424828185782665,2.4026012639815524,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,17.0,1.9703691910933763,2.4834972581726222,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,18.0,2.028904881513951,2.550009896469811,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,19.0,2.0656279410821607,2.6097708958702657,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,20.0,2.1024755019763792,2.671995908339509,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,21.0,2.13828536505088,2.7264482430182024,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,22.0,2.1777761696835447,2.7490474620828795,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,23.0,2.2026893811210484,2.778731321426895,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,24.0,2.184700409647339,2.8319417633136674,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,25.0,2.2120619167441293,2.8606282511314682,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,26.0,2.2272504742303987,2.8698062350592752,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,27.0,2.2365369491000533,2.8858061069286136,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,28.0,2.246331974475982,2.905060770423029,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,29.0,2.2008762976114205,2.921219370536775,3.0
GE624D,pAM,65.0,15.625,10.0,10.0,30.0,2.2139899385432806,2.9239649879112943,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,1.6,0.5613043429741088,0.5712095866016244,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,2.0,0.7189549289456928,0.7591460649475318,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,3.0,1.1256867845018472,1.2073517322327432,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,4.0,1.4710560355212678,1.601121383085472,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,5.0,1.8052005772764037,1.9429859085673735,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,6.0,2.109189006424758,2.2272668201675336,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,7.0,2.3741255876203122,2.4590838027211706,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,8.0,2.5896579574251213,2.634242004980476,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,9.0,2.756753001907741,2.7609832197014534,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,10.0,2.885991489999792,2.8716963962719446,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,11.0,3.0312633788165564,2.9317269259156995,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,12.0,3.1224837897342437,3.0115505236270814,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,13.0,3.190505859074874,3.1131570969773263,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,14.0,3.2651598303199756,3.189885440010309,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,15.0,3.3057675026611864,3.2675700612133873,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,16.0,3.3241572598041427,3.3697968528024957,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,17.0,3.4013463065177127,3.3821674977730374,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,18.0,3.4313124155525223,3.4013407817771344,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,19.0,3.4664256997486884,3.465915911024996,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,20.0,3.4787536931110608,3.5492042538389073,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,21.0,3.4728946383025057,3.617974752197288,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,22.0,3.4723623041611997,3.668086925277765,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,23.0,3.4593124899735446,3.7141752727680504,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,24.0,3.4640568351548935,3.733709348464624,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,25.0,3.4929047356391414,3.7309004664708882,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,26.0,3.490850748372688,3.7423047215896106,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,27.0,3.474261087075009,3.7623827367919325,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,28.0,3.4953036737457595,3.7624985138226834,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,29.0,3.489477280438491,3.7613220699906162,3.0
GE624D,pAM,85.0,12.5,5.0,5.0,30.0,3.590428764240732,3.794596531621648,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,1.6,0.5385636555172181,0.5400519327817442,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,2.0,0.697801424469309,0.7127239742568995,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,3.0,1.0741349622346874,1.1172306207115426,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,4.0,1.4058385348641516,1.4537348246947186,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,5.0,1.725323961894633,1.7426244388506857,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,6.0,2.0215292683855606,1.9780158225440099,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,7.0,2.2715180260392724,2.1736492379534456,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,8.0,2.4695196857711483,2.3118981199974544,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,9.0,2.641998523917436,2.4158933801333577,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,10.0,2.783447682265505,2.4944117659899114,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,11.0,2.9072747657219473,2.5307125902916616,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,12.0,2.9962128634130276,2.5406760122048992,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,13.0,3.044428330773209,2.5500959305498068,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,14.0,3.058499557930574,2.565474651071731,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,15.0,3.038000509945796,2.6166860624673642,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,16.0,3.023679694516113,2.6617056340021787,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,17.0,3.031544198383505,2.668972712647747,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,18.0,3.0423869258962823,2.688222543992436,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,19.0,3.0616938357385415,2.7034999753590294,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,20.0,3.1137111315676544,2.7390740010642705,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,21.0,3.086874479850772,2.796924070402351,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,22.0,3.090594359452067,2.8079296589546363,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,23.0,3.1149870013612433,2.8214022908470078,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,24.0,3.0984384690700586,2.8475177481475633,3.0
